Alignment ID	Average Rt(min)	Average Mz	Metabolite name	Adduct type	Post curation result	Fill %	MS/MS assigned	Reference RT	Reference m/z	Formula	Ontology	INCHIKEY	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	Comment	Manually modified for quantification	Manually modified for annotation	Isotope tracking parent ID	Isotope tracking weight number	Total score	RT similarity	Dot product	Reverse dot product	Fragment presence %	S/N average	Spectrum reference file name	MS1 isotopic spectrum	MS/MS spectrum	HF1_1578259_CP_QC1	HF1_1578259_CP_QC2	HF1_1578259_CP_QC3	HF1_1578259_CP_QC4	HF1_1578259_CP_QC5
2030	5.765	388.15991	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	386.77	HF1_1578259_CP_QC1	388.16013:5457267 389.16348:1292498 390.16684:133688	61.02903:19661 81.03404:91940 99.04452:67394 109.02876:114363 127.03912:275828 215.30295:26201 267.15952:6833	5457267	5688236	6532140	6109562	6245269
2031	1.16	388.85336	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	14600.95	HF1_1578259_CP_QC1	388.85336:979020 389.85671:250802 390.86007:469354	102.24936:4959	979020	908249	819921	872830	886452
2032	1.315	388.90601	Unknown	[M+H]+		0.2	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	162.04	HF1_1578259_CP_QC4	388.90601:735679 389.90936:0 390.91272:145490	79.79729:4971 119.92477:7728	615442	657524	681652	735679	625011
2033	7.851	389.11154	Unknown	[M+H]+		0.6	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	50.85	HF1_1578259_CP_QC3	389.11154:853748 390.11489:279417 391.11825:196672	53.65874:5148 144.5043:5471	471082	443532	853748	832662	631461
2034	6.754	389.12231	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	75.01	HF1_1578259_CP_QC5	389.12231:1260416 390.12566:260928 391.12902:0		1052603	1064878	1251610	1136606	1260416
2035	5.934	389.14392	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	273.12	HF1_1578259_CP_QC1	389.14429:3559957 390.14764:709710 391.151:269896	85.02888:32991 109.02843:6939 179.08499:6329 197.09569:7585 225.09007:12881 285.11151:18371	3559957	3619221	4111972	4127335	4064240
2036	6.228	389.14407	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	352.94	HF1_1578259_CP_QC1	389.14438:4224709 390.14773:1065786 391.15109:520018	57.07061:15185 58.84524:6204 69.03407:14592 81.07025:5827 85.02886:6900 91.05495:5800 91.84027:4865 117.07021:5732 133.10201:4968 179.07019:5567 209.08064:8771	4224709	3767346	4823193	4392821	4337265
2037	5.312	389.15939	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	66.43	HF1_1578259_CP_QC2	389.15939:1060526 390.16274:243486 391.1661:464370		1043048	1060526	1012451	926334	1016799
2038	5.299	389.21777	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	177.51	HF1_1578259_CP_QC1	389.21844:2215132 390.22179:559881 391.22515:111505	72.08141:67687 85.02923:12965 86.09702:13316 107.04945:16715 129.0703:10964 131.04961:18890 160.05202:13510 173.06006:18206 177.05443:42553 209.08063:44721 241.08694:20758 372.19016:12317	2215132	2094664	2734348	2566278	2748409
2039	7.135	389.26855	Unknown	[M+H]+		0.4	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	50.85	HF1_1578259_CP_QC1	389.26855:743804 390.2719:212558 391.27526:376098	81.07059:6841 119.0853:6128 147.11696:12500	743804	390947	601407	487860	487034
2040	1.216	390.91049	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	42493.73	HF1_1578259_CP_QC1	390.91049:5683686 391.91384:955228 392.9172:3322998	204.97694:6440 217.64946:9809	5683686	4926268	5203144	5233564	5414972
2041	5.298	391.15784	Unknown	[M+H]+		0.6	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	36.38	HF1_1578259_CP_QC3	391.15784:664884 392.16119:121608 393.16455:167046		514743	493698	664884	609785	584864
2042	5.645	391.15991	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	68.39	HF1_1578259_CP_QC2	391.1604:1585185 392.16375:432725 393.16711:207195	57.07058:178532 81.07039:13808 131.07016:19583 159.10144:13952	1493796	1585185	1627093	1802718	1731543
2043	5.818	391.19376	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	74.97	HF1_1578259_CP_QC3	391.19376:1928623 392.19711:311593 393.20047:321109	80.62937:5449 85.0285:6815 153.52856:6009	1253453	1062841	1928623	1842542	1894527
2044	7.361	391.28424	Unknown	[M+H]+		0.8	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	55.93	HF1_1578259_CP_QC1	391.28424:2008354 392.28759:511299 393.29095:0	133.10156:6399 215.18001:7158	2008354	1152292	1485529	1297960	1470702
2045	7.986	391.33524	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	50.17	HF1_1578259_CP_QC1	391.33603:897274 392.33938:137168 393.34274:0	57.0704:6076 67.05508:7651 81.07055:14428 93.07039:14233 95.08604:20384 131.08577:8354 159.11674:7097	897274	877038	1076489	1111817	1116585
2046	5.996	392.22797	Unknown	[M+H]+	similar chromatogram in higher mz_2148	1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	1288.01	HF1_1578259_CP_QC1	392.22806:9209026 393.23141:2314338 394.23477:246565	57.07054:25943 79.05488:102407 85.02897:106754 107.08619:35998 133.10123:28878 153.1266:16903 180.40045:6525	9209026	9287543	12059506	10786704	11506080
2047	1.219	392.90808	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	221.47	HF1_1578259_CP_QC5	392.90808:1607119 393.91143:547314 394.91479:330070		1587566	1427634	1552888	1529139	1607119
2048	5.225	393.05817	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	179.59	HF1_1578259_CP_QC1	393.05832:6565598 394.06167:1426464 395.06503:657942	135.0442:5184 393.05804:45633	6565598	6572368	8007534	7758192	7952916
2049	5.762	393.11554	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	93.46	HF1_1578259_CP_QC1	393.11563:3695984 394.11898:754466 395.12234:412468	108.15549:5562 214.97565:20836	3695984	3539554	4133476	4106921	3995653
2050	6.546	393.28586	Unknown	[M+H]+		0.6	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	114.66	HF1_1578259_CP_QC4	393.2858:674698 394.28915:184376 395.29251:0	57.07047:15345 69.23005:5982 118.14684:4835 153.77934:7257 189.40329:6161 209.12891:6135 222.94022:4861	470756	473684	747213	674698	786828
2051	2.022	393.98264	Unknown	[M+H]+		0.6	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	26154.66	HF1_1578259_CP_QC1	393.98264:1750398 394.98599:237893 395.98935:29841	72.93773:125967 125.96097:10979 131.95117:36293 145.96616:66526 155.95023:7039 187.94041:24223 205.951:42047	1750398	1726785	2200466	2191486	2296847
2052	4.729	394.05508	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	45.91	HF1_1578259_CP_QC1	394.05579:771916 395.05914:852977 396.0625:105481	55.93501:11217 81.03397:5601 144.95824:20804	771916	693693	949393	967706	1026782
2053	5.305	394.14954	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	75.63	HF1_1578259_CP_QC4	394.14893:1606124 395.15228:205962 396.15564:71780	70.06545:8006 84.08121:7461	1449083	1482266	1747432	1606124	1697505
2054	6.347	394.20685	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	52.4	HF1_1578259_CP_QC1	394.20712:989565 395.21047:170297 396.21383:0	69.03401:10676 69.07036:11138 105.01847:21603	989565	907721	1114367	1121840	1053096
2055	1.288	395.05847	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	31.35	HF1_1578259_CP_QC5	395.05768:647403 396.06103:0 397.06439:741207	112.02058:4698 198.9959:8431	731202	742323	621031	612533	647403
2056	5.329	395.07419	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	29.55	HF1_1578259_CP_QC4	395.07364:682462 396.07699:0 397.08035:585586	70.06562:6782 120.08122:5979 216.81747:13929	615435	596610	763371	682462	708484
2057	4.763	395.09439	Unknown	[M+H]+		0.8	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	44.51	HF1_1578259_CP_QC1	395.09506:945392 396.09841:134705 397.10177:61725	111.83752:5367 132.95816:21212 186.96896:11690	945392	887708	973646	1025148	941224
2058	5.575	395.09625	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	70.61	HF1_1578259_CP_QC3	395.09625:1876838 396.0996:300171 397.10296:0		1740038	1828600	1876838	1828127	1838492
2059	6.002	395.09714	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	46.79	HF1_1578259_CP_QC4	395.09714:1068513 396.10049:215521 397.10385:12938697		912173	980027	1017177	1068513	1109360
2060	5.237	395.13132	Unknown	[M+H]+		0.4	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	57.78	HF1_1578259_CP_QC5	395.13132:796798 396.13467:238952 397.13803:228345		700197	666396	778582	749816	796798
2061	5.696	395.30142	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	24.95	HF1_1578259_CP_QC4	395.30142:500223 396.30477:129126 397.30813:0		400365	401599	453650	500223	401709
2062	6.527	396.22214	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	78.88	HF1_1578259_CP_QC1	396.22263:762638 397.22598:94623 398.22934:1024736	85.02888:29641 127.0391:18605 214.92244:9969	762638	784011	970105	920177	970682
2063	1.231	396.87653	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	24129.99	HF1_1578259_CP_QC1	396.87674:1253653 397.88009:125760 398.88345:588053	103.09615:6252	1253653	1156528	1145018	1283892	1193408
2064	7.299	397.06845	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	263.5	HF1_1578259_CP_QC1	397.06845:3064253 398.0718:640293 399.07516:172565	71.49297:5697	3064253	3029422	2612705	2630496	3053261
2065	1.321	397.07382	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	96.54	HF1_1578259_CP_QC1	397.07391:1136349 398.07726:148224 399.08062:208883	84.91183:6703 194.37563:6173 212.85194:19538	1136349	1176363	981959	1126760	911168
2066	5.19	397.07419	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	922.91	HF1_1578259_CP_QC1	397.07422:8975059 398.07757:1775435 399.08093:327508	84.08131:1916634 121.02842:10798 167.03235:9376 227.05222:15142 235.06032:73766 311.0744:66392 353.08395:199499	8975059	9786300	11411513	10137286	11288053
2067	5.981	397.11075	Unknown	[M+H]+	found in higher mz's MsMs_2272	1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	1232.95	HF1_1578259_CP_QC1	397.11078:12458630 398.11413:1990956 399.11749:763821	79.05475:7945 119.01923:17128 145.10164:10331 379.09906:24995	12458630	12721199	14600974	14037816	14519343
2068	5.511	397.14868	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	1545.69	HF1_1578259_CP_QC1	397.14941:42394584 398.15276:11582908 399.15612:7743750	67.05467:18838 81.03383:22512 85.02892:194983 119.04931:18079 123.04427:80523 135.0442:16862 147.04417:181883 149.0596:26958 160.05229:34969 171.08025:19200 179.03389:185177 189.05687:8683 205.05045:15710 207.1015:249160 229.08565:7911 349.76144:8114	42394584	45058556	50057232	50438116	50790276
2069	5.999	397.18289	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	1472.58	HF1_1578259_CP_QC2	397.1835:15205345 398.18685:3737599 399.19021:806460	57.0706:26966 84.0811:40842 101.00901:9321 119.01884:14521 205.04955:8889 215.11713:19961 235.05708:14441 285.0567:22119	14628523	15205345	17389998	17457606	18545120
2070	6.909	397.2002	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	152.02	HF1_1578259_CP_QC1	397.2009:1800703 398.20425:620489 399.20761:0	67.05474:8126 81.03365:6508 111.04452:14648	1800703	1737871	1913176	1769844	2008198
2071	5.142	397.23291	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	795.44	HF1_1578259_CP_QC1	397.23349:22503800 398.23684:5434836 399.2402:822463	67.05492:57232 81.07033:33511 119.08525:16126 168.06543:18883 335.23206:19435	22503800	22775832	25937956	24763398	26784728
2072	5.299	397.23343	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	618.42	HF1_1578259_CP_QC1	397.23358:17761332 398.23693:4352362 399.24029:708508	79.68928:14448 121.02863:15564 160.05241:23037 216.51826:22443 278.13785:16366 379.22247:134413	17761332	16765911	21181408	19440854	20235524
2073	10.487	397.2713	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	105.82	HF1_1578259_CP_QC1	397.2713:4515100 398.27465:1058868 399.27801:285530	84.99686:5021	4515100	3726584	2970748	2989011	2671186
2074	1.263	397.86026	Unknown	[M+H]+		0.4	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	24410.59	HF1_1578259_CP_QC5	397.86026:1250888 398.86361:187549 399.86697:461541		1066628	1042761	1190171	1104085	1250888
2075	5.826	398.1272	Unknown	[M+H]+		0.4	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	248.14	HF1_1578259_CP_QC3	398.1272:2048681 399.13055:633686 400.13391:0		1809322	1652501	2048681	1867280	1977455
2076	5.557	398.1806	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	1493.2	HF1_1578259_CP_QC1	398.18112:17796872 399.18447:3876116 400.18783:524817	68.05014:14010 69.0341:89409 100.07609:174295 124.07626:29176 163.07594:21543 179.03354:18482 207.10156:20726 219.06578:37687 236.0999:156203	17796872	19055442	20585252	21265298	20409454
2077	5.723	398.18066	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	3395.23	HF1_1578259_CP_QC1	398.18115:33205858 399.1845:7084756 400.18786:989712	57.07055:700440 70.06568:204526 82.06567:1421454 88.03996:112253 93.034:44424 100.07614:301381 128.07076:6913090 163.07516:41286 173.05952:93124 207.06505:46368 235.09544:39876 290.1748:28611 332.12231:20101 336.18115:44290	33205858	34323836	40742160	41761408	39515324
2078	6.545	398.24066	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	43	HF1_1578259_CP_QC3	398.24136:1284138 399.24471:239246 400.24807:0	81.6453:6909 82.06535:21759	790994	927893	1284138	1428492	1449303
2079	1.076	398.90555	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	22469.8	HF1_1578259_CP_QC1	398.90555:2066402 399.9089:1031554 400.91226:1071866	142.95073:6234 182.93036:10528 228.93576:167421 246.94632:99076 264.95593:9702 297.95718:9123 302.93475:15742	2066402	1610374	1934783	1572483	1612612
2080	1.3	398.9935	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	56.15	HF1_1578259_CP_QC1	398.99353:1556835 399.99688:310068 401.00024:209437	97.02872:17218 156.97452:23850 216.9953:31517 228.9958:18782 300.97983:6914	1556835	1630742	1045496	1141551	1199937
2081	4.643	399.12622	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	24.79	HF1_1578259_CP_QC1	399.12613:980900 400.12948:174060 401.13284:23179	71.98924:6142 118.19435:5366 159.12781:6421	980900	1155156	1023984	1147602	996055
2082	5.439	399.12808	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	30.17	HF1_1578259_CP_QC4	399.12808:1038547 400.13143:210290 401.13479:682470		740682	773204	804658	1038547	862626
2083	5.532	399.14017	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	102.3	HF1_1578259_CP_QC3	399.14017:6484710 400.14352:1440391 401.14688:8606821		4899816	4908642	6484710	6086766	5705839
2084	6.345	399.16223	Unknown	[M+H]+		0.4	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	31.94	HF1_1578259_CP_QC2	399.16269:1280243 400.16604:245595 401.1694:176554	105.06975:6649 128.0706:23202	1328151	1280243	1344318	1687482	1578462
2085	5.247	399.16446	Unknown	[M+H]+		0.8	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	35.23	HF1_1578259_CP_QC4	399.16446:1510278 400.16781:263883 401.17117:4450792		1389843	1298660	1395980	1510278	1389654
2086	9.707	399.25922	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	28.04	HF1_1578259_CP_QC1	399.25922:1006068 400.26257:314226 401.26593:0	57.0704:5921 85.01395:14973 115.0242:11157 133.03479:90942 218.25307:14349	1006068	955612	817300	698925	598806
2087	5.338	400.12405	Unknown	[M+H]+	similar chromatogram in higher mz_2464; similar chromatogram in higher mz_2450	1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	74.95	HF1_1578259_CP_QC3	400.12405:1179232 401.1274:151083 402.13076:88741		897943	1065564	1179232	1056934	1163301
2088	4.867	400.14609	Unknown	[M+H]+		0.8	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	51.23	HF1_1578259_CP_QC1	400.14621:954066 401.14956:179993 402.15292:0	112.30864:4838 232.08231:6597	954066	951005	946138	965257	972006
2089	1.061	400.9382	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	32850.2	HF1_1578259_CP_QC2	400.93845:1190381 401.9418:740271 402.94516:843643	84.96026:5991 212.95825:31199 248.97917:10929 258.96249:72027 354.93274:15664	1200774	1190381	2029991	1829717	1961686
2090	6.067	401.08395	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	226.88	HF1_1578259_CP_QC1	401.08463:2512119 402.08798:631911 403.09134:106932	151.11214:6531 217.93921:15273 351.04462:7218	2512119	2456890	2967289	3006982	3146458
2091	4.797	401.08417	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	122.73	HF1_1578259_CP_QC1	401.08456:1658504 402.08791:322046 403.09127:135529	54.57147:5234 134.04083:5295 221.15598:8089	1658504	1744259	1888789	1962409	1732676
2092	5.523	401.15924	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	521.6	HF1_1578259_CP_QC1	401.15942:6998054 402.16277:1989787 403.16613:711940	57.07059:7538 69.03417:14536 79.05484:41013 107.04959:84419 123.04425:17168 156.05739:22556 163.03874:15457 186.06783:8401 195.06543:11932 205.08514:41012 211.07594:13135 236.04691:16026 239.09233:18985 250.06189:8103 263.10684:29930 267.06586:30779 275.0694:14267 279.10205:21534 307.09711:27415 310.0834:24543 323.12836:41358 337.10843:21965 368.12607:25147	6998054	7144052	7344201	7226002	7261520
